Wed Apr  9 21:50:42 2025    profile_output

         477557 function calls (430108 primitive calls) in 2.903 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 traitlets.py:2304(validate)
        1    0.000    0.000    0.000    0.000 container.py:19(__init__)
        8    0.000    0.000    0.000    0.000 _base.py:2998(<genexpr>)
        1    0.000    0.000    0.000    0.000 profiler_util.py:737(__init__)
       34    0.000    0.000    0.000    0.000 stride_tricks.py:476(_broadcast_arrays_dispatcher)
        1    0.000    0.000    0.000    0.000 backend_agg.py:421(buffer_rgba)
        2    0.000    0.000    0.000    0.000 transforms.py:970(y1)
       16    0.000    0.000    0.000    0.000 base_events.py:539(_check_closed)
       16    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:1092(__exit__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:118(set_active)
       24    0.000    0.000    0.000    0.000 backend_bases.py:820(get_antialiased)
        3    0.000    0.000    0.000    0.000 __init__.py:383(getMessage)
        9    0.000    0.000    0.000    0.000 axis.py:790(get_scale)
        2    0.000    0.000    0.000    0.000 _parser.py:322(weekday)
       24    0.000    0.000    0.000    0.000 text.py:805(get_color)
       14    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
       20    0.000    0.000    0.000    0.000 markers.py:364(get_alt_path)
       20    0.000    0.000    0.000    0.000 markers.py:303(get_marker)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
        6    0.000    0.000    0.000    0.000 axis.py:556(formatter)
        5    0.000    0.000    0.000    0.000 backend_bases.py:1740(<lambda>)
        6    0.000    0.000    0.000    0.000 patches.py:772(rotation_point)
       20    0.000    0.000    0.000    0.000 colors.py:404(<genexpr>)
        7    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       24    0.000    0.000    0.000    0.000 fromnumeric.py:1877(_nonzero_dispatcher)
        2    0.000    0.000    0.000    0.000 numeric.py:1855(isscalar)
        2    0.000    0.000    0.000    0.000 ticker.py:498(set_useLocale)
        1    0.000    0.000    0.000    0.000 serialization.py:1789(_get_restore_location)
        1    0.000    0.000    0.000    0.000 _utils.py:261(_validate_loaded_sparse_tensors)
       20    0.000    0.000    0.000    0.000 lines.py:609(get_markevery)
        3    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       24    0.000    0.000    0.000    0.000 backend_bases.py:672(flipy)
       24    0.000    0.000    0.000    0.000 artist.py:834(get_alpha)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:3265(_round_dispatcher)
        2    0.000    0.000    0.000    0.000 __init__.py:334(__len__)
       18    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__init__)
       18    0.000    0.000    0.000    0.000 base_events.py:2004(get_debug)
        1    0.000    0.000    0.000    0.000 _base.py:306(get_next_color)
        2    0.000    0.000    0.000    0.000 artist.py:1108(get_zorder)
        3    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       18    0.000    0.000    0.000    0.000 numeric.py:2245(_isclose_dispatcher)
        2    0.000    0.000    0.000    0.000 Image.py:2915(_check_size)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3418(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_metadata}
        5    0.000    0.000    0.000    0.000 transforms.py:1014(minposx)
       18    0.000    0.000    0.000    0.000 ticker.py:1740(tick_values)
       20    0.000    0.000    0.000    0.000 lines.py:896(get_drawstyle)
       20    0.000    0.000    0.000    0.000 markers.py:345(get_path)
       15    0.000    0.000    0.000    0.000 artist.py:845(get_animated)
        4    0.000    0.000    0.000    0.000 category.py:110(_validate_unit)
        1    0.000    0.000    0.000    0.000 subprocess.py:1961(_handle_exitstatus)
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 threading.py:1182(name)
       32    0.000    0.000    0.000    0.000 transforms.py:1367(depth)
        1    0.000    0.000    0.000    0.000 spines.py:548(from_dict)
        2    0.000    0.000    0.000    0.000 figure.py:283(get_children)
       20    0.000    0.000    0.000    0.000 artist.py:597(get_url)
      2/1    0.002    0.001    0.000    0.000 {built-in method posix.read}
        3    0.000    0.000    0.000    0.000 contextlib.py:481(__init__)
       13    0.000    0.000    0.000    0.000 fromnumeric.py:2317(_any_dispatcher)
        4    0.000    0.000    0.000    0.000 {method 'close' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:2589(_ptp_dispatcher)
        2    0.000    0.000    0.000    0.000 container.py:160(__len__)
        2    0.000    0.000    0.000    0.000 axis.py:2741(get_minpos)
        1    0.000    0.000    0.000    0.000 subprocess.py:133(__init__)
        3    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 tz.py:74(utcoffset)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        4    0.000    0.000    0.000    0.000 figure.py:86(as_list)
       20    0.000    0.000    0.000    0.000 bezier.py:242(degree)
        4    0.000    0.000    0.000    0.000 traitlets.py:2558(_validate_bounds)
        3    0.000    0.000    0.000    0.000 {method 'get_name' of '_asyncio.Task' objects}
        2    0.000    0.000    0.000    0.000 contextlib.py:548(_push_exit_callback)
        2    0.000    0.000    0.000    0.000 _parser.py:342(ampm)
       14    0.000    0.000    0.000    0.000 spines.py:199(get_path)
        1    0.000    0.000    0.000    0.000 linalg.py:135(_makearray)
       10    0.000    0.000    0.000    0.000 transforms.py:1757(<lambda>)
        8    0.000    0.000    0.000    0.000 axis.py:706(isDefault_majloc)
        6    0.000    0.000    0.000    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
        2    0.000    0.000    0.000    0.000 _parser.py:329(month)
        1    0.000    0.000    0.000    0.000 __init__.py:110(get_projection_class)
        4    0.000    0.000    0.000    0.000 transforms.py:262(x1)
       18    0.000    0.000    0.000    0.000 multiarray.py:669(result_type)
        1    0.000    0.000    0.000    0.000 <frozen os>:841(fsencode)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:271(add)
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 figure.py:3232(<lambda>)
        2    0.000    0.000    0.000    0.000 traitlets.py:3486(validate_elements)
        1    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:53(__get__)
       10    0.000    0.000    0.000    0.000 storage.py:58(__init__)
        3    0.000    0.000    0.000    0.000 process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 gridspec.py:551(__init__)
       13    0.000    0.000    0.000    0.000 cbook.py:97(__init__)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 _base.py:3410(set_axis_on)
        2    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 _parser.py:319(jump)
        6    0.000    0.000    0.000    0.000 {method '__exit__' of 'numpy.nditer' objects}
        2    0.000    0.000    0.000    0.000 cbook.py:103(__eq__)
        1    0.000    0.000    0.000    0.000 cbook.py:2056(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:100(add)
        1    0.000    0.000    0.000    0.000 figure.py:94(bubble)
        1    0.000    0.000    0.000    0.000 backend_agg.py:264(buffer_rgba)
        1    0.000    0.000    0.000    0.000 container.py:16(__new__)
       10    0.000    0.000    0.000    0.000 transforms.py:1756(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 events.py:72(cancel)
       11    0.000    0.000    0.000    0.000 transforms.py:1003(minpos)
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 figure.py:2904(set_canvas)
        2    0.000    0.000    0.000    0.000 figure.py:156(update)
        6    0.000    0.000    0.000    0.000 axis.py:851(_get_autoscale_on)
        6    0.000    0.000    0.000    0.000 text.py:579(_update_clip_properties)
        1    0.000    0.000    0.000    0.000 serialization.py:1942(UnpicklerWrapper)
        1    0.000    0.000    0.000    0.000 _base.py:1407(__init__)
        7    0.000    0.000    0.000    0.000 artist.py:1371(get_mouseover)
        8    0.000    0.000    0.000    0.000 axis.py:714(isDefault_majfmt)
        2    0.000    0.000    0.000    0.000 transforms.py:272(y1)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:33(get_fig_manager)
        4    0.000    0.000    0.000    0.000 iostream.py:255(closed)
        8    0.000    0.000    0.000    0.000 backend_bases.py:930(set_clip_rectangle)
       12    0.000    0.000    0.000    0.000 stride_tricks.py:345(<genexpr>)
        4    0.000    0.000    0.000    0.000 axis.py:535(__init__)
        4    0.000    0.000    0.000    0.000 spines.py:225(_clear)
        1    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        3    0.000    0.000    0.000    0.000 process.py:189(name)
        2    0.000    0.000    0.000    0.000 ticker.py:452(set_useOffset)
        1    0.000    0.000    0.000    0.000 subprocess.py:1120(__del__)
        1    0.000    0.000    0.000    0.000 contextlib.py:477(_exit_wrapper)
        6    0.000    0.000    0.000    0.000 _base.py:794(get_window_extent)
        8    0.000    0.000    0.000    0.000 scale.py:78(limit_range_for_scale)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 linalg.py:140(isComplexType)
        6    0.000    0.000    0.000    0.000 axis.py:2239(get_label_position)
        7    0.000    0.000    0.000    0.000 artist.py:429(is_transform_set)
        1    0.000    0.000    0.000    0.000 serialization.py:715(_is_path)
        2    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:1233(poll)
        4    0.000    0.000    0.000    0.000 axis.py:730(isDefault_minfmt)
        5    0.000    0.000    0.000    0.000 pathlib.py:560(root)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1795(is_saving)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1787(_idle_draw_cntx)
        1    0.000    0.000    0.000    0.000 contextlib.py:475(_create_cb_wrapper)
        2    0.000    0.000    0.000    0.000 serialization.py:723(__enter__)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _base.py:1444(__iter__)
        6    0.000    0.000    0.000    0.000 shape_base.py:19(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 gridspec.py:122(set_height_ratios)
        4    0.000    0.000    0.000    0.000 artist.py:892(get_clip_path)
        3    0.000    0.000    0.000    0.000 units.py:79(__init__)
        4    0.000    0.000    0.000    0.000 axis.py:722(isDefault_minloc)
        2    0.000    0.000    0.000    0.000 contextlib.py:778(__exit__)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:3380(_mean_dispatcher)
        1    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        3    0.000    0.000    0.000    0.000 transforms.py:1025(minposy)
        2    0.000    0.000    0.000    0.000 serialization.py:720(__init__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 ticker.py:257(_set_locator)
        4    0.000    0.000    0.000    0.000 _base.py:1165(get_axes_locator)
        2    0.000    0.000    0.000    0.000 _parser.py:1056(_could_be_tzname)
        1    0.000    0.000    0.000    0.000 linalg.py:153(_realType)
        1    0.000    0.000    0.000    0.000 linalg.py:203(_assert_stacked_2d)
        1    0.000    0.000    0.000    0.000 serialization.py:858(_check_dill_version)
        1    0.000    0.000    0.000    0.000 __init__.py:81(get_projection_class)
        4    0.000    0.000    0.000    0.000 _base.py:1603(get_aspect)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 linalg.py:130(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 _base.py:4002(set_navigate_mode)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:131(splitdrive)
        1    0.000    0.000    0.000    0.000 linalg.py:209(_assert_stacked_square)
        4    0.000    0.000    0.000    0.000 backend_agg.py:277(option_image_nocomposite)
        3    0.000    0.000    0.000    0.000 gridspec.py:74(get_geometry)
        1    0.000    0.000    0.000    0.000 subprocess.py:268(_cleanup)
        1    0.000    0.000    0.000    0.000 _base.py:3986(set_navigate)
        4    0.000    0.000    0.000    0.000 figure.py:2678(get_layout_engine)
        2    0.000    0.000    0.000    0.000 function_base.py:1320(_diff_dispatcher)
        2    0.000    0.000    0.000    0.000 __init__.py:331(wrapper)
        1    0.000    0.000    0.000    0.000 figure.py:82(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1263(__init__)
        4    0.000    0.000    0.000    0.000 hmac.py:139(_current)
        2    0.000    0.000    0.000    0.000 artist.py:1089(get_label)
        2    0.000    0.000    0.000    0.000 _base.py:2605(use_sticky_edges)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1690(<lambda>)
        2    0.000    0.000    0.000    0.000 axis.py:855(_set_autoscale_on)
        1    0.000    0.000    0.000    0.000 contextlib.py:471(_create_exit_wrapper)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2676(notify_axes_change)
        4    0.000    0.000    0.000    0.000 patches.py:807(get_width)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1078(__init__)
        2    0.000    0.000    0.000    0.000 scale.py:96(__init__)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2508(_cumsum_dispatcher)
        2    0.000    0.000    0.000    0.000 widgets.py:38(__init__)
        4    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 fromnumeric.py:861(_sort_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 gridspec.py:100(set_width_ratios)
        1    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        2    0.000    0.000    0.000    0.000 backend_bases.py:1868(draw)
        3    0.000    0.000    0.000    0.000 serialization.py:153(get_default_load_endianness)
        2    0.000    0.000    0.000    0.000 subprocess.py:1973(_internal_poll)
        1    0.000    0.000    0.000    0.000 gridspec.py:609(num2)
        3    0.000    0.000    0.000    0.000 category.py:120(__init__)
        2    0.000    0.000    0.000    0.000 cbook.py:100(__call__)
        2    0.000    0.000    0.000    0.000 subprocess.py:1311(_on_error_fd_closer)
        2    0.000    0.000    0.000    0.000 ticker.py:233(get_offset)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        3    0.000    0.000    0.000    0.000 contextlib.py:564(__enter__)
        3    0.000    0.000    0.000    0.000 category.py:140(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:772(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:775(__enter__)
        2    0.000    0.000    0.000    0.000 axis.py:702(isDefault_majloc)
        1    0.000    0.000    0.000    0.000 base_events.py:1904(_timer_handle_cancelled)
        1    0.000    0.000    0.000    0.000 gridspec.py:613(num2)
        1    0.000    0.000    0.000    0.000 artist.py:1076(set_in_layout)
        1    0.000    0.000    0.000    0.000 spines.py:545(__init__)
        2    0.000    0.000    0.000    0.000 _parser.py:186(__iter__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:268(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
        3    0.000    0.000    0.000    0.000 transforms.py:2154(inverted)
        2    0.000    0.000    0.000    0.000 axis.py:710(isDefault_majfmt)
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSTOPPED}
        1    0.000    0.000    0.000    0.000 backend_bases.py:2773(set_window_title)
        1    0.000    0.000    0.000    0.000 transforms.py:845(ignore)
        1    0.000    0.000    0.000    0.000 serialization.py:726(__exit__)
        1    0.000    0.000    0.000    0.000 gridspec.py:617(get_gridspec)
        1    0.000    0.000    0.000    0.000 multiarray.py:1030(unravel_index)
        1    0.000    0.000    0.000    0.000 linalg.py:488(_unary_dispatcher)
        1    0.000    0.000    0.000    0.000 figure.py:2592(_check_layout_engines_compat)
        1    0.000    0.000    0.000    0.000 subprocess.py:1089(__enter__)
      1/0    0.000    0.000    0.000          profiler.py:409(_ensure_function_events)
      1/0    0.000    0.000    0.000          profiler.py:302(key_averages)
      1/0    0.000    0.000    0.000          profiler.py:499(key_averages)


